module,type,name,res_id,src,value,comments
sale,model_terms,"ir.ui.view,arch_db",sale.view_order_product_search,Product Category,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_order_product_search,Status,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_order_product_search,Company,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_order_product_search,Order Date,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_order_product_search,Group By,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_order_product_search,Sales Analysis,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_order_tree,Sales Orders,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_quotation_tree,Quotations,Proforma Invoices,
sale,model_terms,"ir.ui.view,arch_db",sale.view_quotation_tree,Creation Date,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_advance_payment_inv,There are existing,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_advance_payment_inv,Draft Invoices,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_advance_payment_inv,for this Sale Order.,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_advance_payment_inv,The new invoice will deduct draft invoices linked to this sale order.,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_advance_payment_inv,"<span invisible=""advance_payment_method != 'percentage'"" class=""oe_inline"">% </span>",,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_advance_payment_inv,"<span invisible=""1"" class=""oe_inline text-danger"" title=""The Down Payment is greater than the amount remaining to be invoiced."">
                            <i class=""fa fa-warning""/>
                        </span>",,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_advance_payment_inv,Create Draft,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_advance_payment_inv,Cancel,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_advance_payment_inv,Invoice Sales Order,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_order_calendar,Sales Orders,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_order_graph,Sales Orders,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sale_order_pivot,Sales Orders,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Order,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Sales Team,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Product,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,My Orders,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Late Activities,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Show all records which has next action date is before today,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Today Activities,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Future Activities,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Salesperson,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Customer,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Order Date,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Group By,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_filter,Search Sales Order,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_line_filter,To Invoice,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_line_filter,Sales Order Lines ready to be invoiced,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_line_filter,My Sales Order Lines,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_line_filter,Sales Order Lines related to a Sales Order of mine,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_line_filter,Product,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_line_filter,Order,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_line_filter,Salesperson,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_line_filter,Group By,,
sale,model_terms,"ir.ui.view,arch_db",sale.view_sales_order_line_filter,Search Sales Order,,
sale,model,"mail.activity.type,name",sale.mail_act_sale_upsell,Order Upsell,,
sale,model,"mail.message.subtype,name",sale.mt_order_confirmed,Sales Order Confirmed,,
sale,model,"mail.message.subtype,description",sale.mt_order_confirmed,Quotation confirmed,Proforma invoice confirmed,
sale,model,"mail.message.subtype,name",sale.mt_order_sent,Quotation sent,Proforma invoice sent,
sale,model,"mail.message.subtype,description",sale.mt_order_sent,Quotation sent,Proforma invoice sent,
sale,model,"mail.message.subtype,name",sale.mt_order_viewed,Quotation Viewed,Proforma invoice Viewed,
sale,model,"mail.message.subtype,name",sale.mt_salesteam_invoice_confirmed,Invoice Confirmed,,
sale,model,"mail.message.subtype,name",sale.mt_salesteam_invoice_created,Invoice Created,,
sale,model,"mail.message.subtype,name",sale.mt_salesteam_order_confirmed,Sales Order Confirmed,,
sale,model,"mail.message.subtype,name",sale.mt_salesteam_order_sent,Quotation sent,Proforma invoice sent,
sale,model,"mail.message.subtype,name",sale.mt_salesteam_order_viewed,Quotation Viewed,Proforma Invoice Viewed,
sale,model,"mail.template,name",sale.email_template_edi_sale,Sales: Send Quotation,Sales: Send Proforma invoice,
sale,model,"mail.template,description",sale.email_template_edi_sale,Used by salespeople when they send quotations or proforma to prospects,Used by salespeople when they send Proforma invoices or proforma to prospects,
sale,model,"mail.template,subject",sale.email_template_edi_sale,"{{ object.company_id.name }} {{ object.state in ('draft', 'sent') and (ctx.get('proforma') and 'Proforma' or 'Quotation') or 'Order' }} (Ref {{ object.name or 'n/a' }})","{{ object.company_id.name }} {{ object.state in ('draft', 'sent') and (ctx.get('proforma') and 'Proforma' or 'Proforma Invoice') or 'Order' }} (Ref {{ object.name or 'n/a' }})",
sale,model,"mail.template,body_html",sale.email_template_edi_sale,"<div style=""margin: 0px; padding: 0px;"">
    <p style=""margin: 0px; padding: 0px; font-size: 13px;"">
        <t t-set=""doc_name"" t-value=""'quotation' if object.state in ('draft', 'sent') else 'order'""/>
        Hello,
        <br/><br/>
        Your
        <t t-if=""ctx.get('proforma')"">
            Pro forma invoice for <t t-out=""doc_name or ''"">quotation</t> <span style=""font-weight: bold;"" t-out=""object.name or ''"">S00052</span>
            <t t-if=""object.origin"">
                (with reference: <t t-out=""object.origin or ''""/> )
            </t>
            amounting in <span style=""font-weight: bold;"" t-out=""format_amount(object.amount_total, object.currency_id) or ''"">$ 10.00</span> is available.
        </t>
        <t t-else="""">
            <t t-out=""doc_name or ''"">quotation</t> <span style=""font-weight: bold;"" t-out=""object.name or ''"">S00052</span>
            <t t-if=""object.origin"">
                (with reference: <t t-out=""object.origin or ''"">S00052</t> )
            </t>
            amounting in <span style=""font-weight: bold;"" t-out=""format_amount(object.amount_total, object.currency_id) or ''"">$ 10.00</span> is ready for review.
        </t>
        <br/>
        <t t-set=""documents"" t-value=""object._get_product_documents()""/>
        <t t-if=""documents"">
            <br/> 
            <t t-if=""len(documents)&gt;1"">
                Here are some additional documents that may interest you:
            </t>
            <t t-else="""">
                Here is an additional document that may interest you:
            </t>
            <ul style=""margin-bottom: 0;"">
                <t t-foreach=""documents"" t-as=""document"">
                    <li style=""font-size: 13px;"">
                        <a t-out=""document.ir_attachment_id.name"" t-att-href=""object.get_portal_url('/document/' + str(document.id))"" t-att-target=""target""/>
                    </li>
                </t>
            </ul>
        </t>
        <br/>
        Do not hesitate to contact us if you have any questions.
        <t t-if=""not is_html_empty(object.user_id.signature)"" data-o-mail-quote-container=""1"">
            <br/><br/>
            <t t-out=""object.user_id.signature or ''"" data-o-mail-quote=""1"">--<br data-o-mail-quote=""1""/>Mitchell Admin</t>
        </t>
        <br/><br/>
    </p>
</div>
            ",,
sale,model,"mail.template,name",sale.mail_template_sale_cancellation,Sales: Order Cancellation,,
sale,model,"mail.template,description",sale.mail_template_sale_cancellation,Sent automatically to customers when you cancel an order,,
sale,model,"mail.template,subject",sale.mail_template_sale_cancellation,{{ object.company_id.name }} {{ object.type_name }} Cancelled (Ref {{ object.name or 'n/a' }}),,
sale,model,"mail.template,body_html",sale.mail_template_sale_cancellation,"<div style=""margin: 0px; padding: 0px;"">
    <p style=""margin: 0px; padding: 0px; font-size: 13px;"">
        <t t-set=""doc_name"" t-value=""object.type_name""/>
        Dear <t t-out=""object.partner_id.name or ''"">user</t>,
        <br/><br/>
        Please be advised that your
        <t t-out=""doc_name or ''"">quotation</t> <strong t-out=""object.name or ''"">S00052</strong>
        <t t-if=""object.origin"">
            (with reference: <t t-out=""object.origin or ''"">S00052</t> )
        </t>
        has been cancelled. Therefore, you should not be charged further for this order.
        If any refund is necessary, this will be executed at best convenience.
        <br/><br/>
        Do not hesitate to contact us if you have any questions.
        <br/>
    </p>
</div>
            ",,
sale,model,"mail.template,name",sale.mail_template_sale_confirmation,Sales: Order Confirmation,,
sale,model,"mail.template,description",sale.mail_template_sale_confirmation,Sent to customers on order confirmation,,
sale,model,"mail.template,subject",sale.mail_template_sale_confirmation,{{ object.company_id.name }} {{ (object.get_portal_last_transaction().state == 'pending') and 'Pending Order' or 'Order' }} (Ref {{ object.name or 'n/a' }}),,
sale,model,"mail.template,body_html",sale.mail_template_sale_confirmation,"<div style=""margin: 0px; padding: 0px;"">
    <p style=""margin: 0px; padding: 0px; font-size: 12px;"">
        Hello,
        <br/><br/>
        <t t-set=""tx_sudo"" t-value=""object.get_portal_last_transaction()""/>
        Your order <span style=""font-weight:bold;"" t-out=""object.name or ''"">S00049</span> amounting in <span style=""font-weight:bold;"" t-out=""format_amount(object.amount_total, object.currency_id) or ''"">$ 10.00</span>
        <t t-if=""object.state == 'sale' or (tx_sudo and tx_sudo.state in ('done', 'authorized'))"">
            has been confirmed.<br/>
            Thank you for your trust!
        </t>
        <t t-elif=""tx_sudo and tx_sudo.state == 'pending'"">
            is pending. It will be confirmed when the payment is received.
            <t t-if=""object.reference"">
                Your payment reference is <span style=""font-weight:bold;"" t-out=""object.reference or ''""/>.
            </t>
        </t>
        <br/>
        <t t-set=""documents"" t-value=""object._get_product_documents()""/>
        <t t-if=""documents"">
            <br/> 
            <t t-if=""len(documents)&gt;1"">
                Here are some additional documents that may interest you:
            </t>
            <t t-else="""">
                Here is an additional document that may interest you:
            </t>
            <ul style=""margin-bottom: 0;"">
                <t t-foreach=""documents"" t-as=""document"">
                    <li style=""font-size: 13px;"">
                        <a t-out=""document.ir_attachment_id.name"" t-att-href=""object.get_portal_url('/document/' + str(document.id))"" t-att-target=""target""/>
                    </li>
                </t>
            </ul>
        </t>
        <br/>
        Do not hesitate to contact us if you have any questions.
        <t t-if=""not is_html_empty(object.user_id.signature)"" data-o-mail-quote-container=""1"">
            <br/><br/>
            <t t-out=""object.user_id.signature or ''"" data-o-mail-quote=""1"">--<br data-o-mail-quote=""1""/>Mitchell Admin</t>
        </t>
        <br/><br/>
    </p>
<t t-if=""hasattr(object, 'website_id') and object.website_id"">
    <div style=""margin: 0px; padding: 0px;"">
        <table width=""100%"" style=""color: #454748; font-size: 12px; border-collapse: collapse; white-space: nowrap;"">
            <tr style=""border-bottom: 2px solid #dee2e6;"">
                <td style=""width: 150px;""><span style=""font-weight:bold;"">Products</span></td>
                <td/>
                <td width=""15%"" align=""center""><span style=""font-weight:bold;"">Quantity</span></td>
                <td width=""20%"" align=""right"">
                    <span style=""font-weight:bold;"">
                        <t t-if=""object.website_id.show_line_subtotals_tax_selection == 'tax_excluded'"">
                            Tax Excl.
                        </t>
                        <t t-else="""">
                            Tax Incl.
                        </t>
                    </span>
                </td>
            </tr>
        </table>
        <t t-set=""current_subtotal"" t-value=""0""/>
        <t t-foreach=""object.order_line"" t-as=""line"">
            <t t-set=""line_subtotal"" t-value=""                     line.price_subtotal                     if object.website_id.show_line_subtotals_tax_selection == 'tax_excluded'                     else line.price_total                 ""/>
            <t t-set=""current_subtotal"" t-value=""current_subtotal + line_subtotal""/>
            <t t-if=""(not hasattr(line, 'is_delivery') or not line.is_delivery) and (                     line.display_type in ['line_section', 'line_note']                     or line.product_type == 'combo'                 )"">
                <table width=""100%"" style=""color: #454748; font-size: 12px; border-collapse: collapse;"">
                    <t t-set=""loop_cycle_number"" t-value=""loop_cycle_number or 0""/>
                    <tr t-att-style=""'background-color: #f2f2f2' if loop_cycle_number % 2 == 0 else 'background-color: #ffffff'"">
                        <t t-set=""loop_cycle_number"" t-value=""loop_cycle_number + 1""/>
                        <td colspan=""4"">
                            <t t-if=""line.display_type == 'line_section' or line.product_type == 'combo'"">
                                <span style=""font-weight:bold;"" t-out=""line.name or ''"">Taking care of Trees Course</span>
                                <t t-set=""current_section"" t-value=""line""/>
                                <t t-set=""current_subtotal"" t-value=""0""/>
                            </t>
                            <t t-elif=""line.display_type == 'line_note'"">
                                <i t-out=""line.name or ''"">Taking care of Trees Course</i>
                            </t>
                        </td>
                    </tr>
                </table>
            </t>
            <t t-elif=""(not hasattr(line, 'is_delivery') or not line.is_delivery)"">
                <table width=""100%"" style=""color: #454748; font-size: 12px; border-collapse: collapse;"">
                    <t t-set=""loop_cycle_number"" t-value=""loop_cycle_number or 0""/>
                    <tr t-att-style=""'background-color: #f2f2f2' if loop_cycle_number % 2 == 0 else 'background-color: #ffffff'"">
                        <t t-set=""loop_cycle_number"" t-value=""loop_cycle_number + 1""/>
                        <td style=""width: 150px;"">
                            <img t-attf-src=""/web/image/product.product/{{ line.product_id.id }}/image_128"" style=""width: 64px; height: 64px; object-fit: contain;"" alt=""Product image""/>
                        </td>
                        <td align=""left"" t-out=""line.product_id.name or ''"">	Taking care of Trees Course</td>
                        <td width=""15%"" align=""center"" t-out=""line.product_uom_qty or ''"">1</td>
                        <td width=""20%"" align=""right""><span style=""font-weight:bold; white-space: nowrap;"">
                        <t t-if=""object.website_id.show_line_subtotals_tax_selection == 'tax_excluded'"">
                            <t t-out=""format_amount(line.price_reduce_taxexcl, object.currency_id) or ''"">$ 10.00</t>
                        </t>
                        <t t-else="""">
                            <t t-out=""format_amount(line.price_reduce_taxinc, object.currency_id) or ''"">$ 10.00</t>
                        </t>
                        </span></td>
                    </tr>
                </table>
            </t>
            <t t-if=""current_section and (                     line_last                     or object.order_line[line_index+1].display_type == 'line_section'                     or object.order_line[line_index+1].product_type == 'combo'                     or (                         line.combo_item_id                         and not object.order_line[line_index+1].combo_item_id                     )                 ) and not line.is_downpayment"">
                <t t-set=""current_section"" t-value=""None""/>
                <table width=""100%"" style=""color: #454748; font-size: 12px; border-collapse: collapse;"">
                    <t t-set=""loop_cycle_number"" t-value=""loop_cycle_number or 0""/>
                    <tr t-att-style=""'background-color: #f2f2f2' if loop_cycle_number % 2 == 0 else 'background-color: #ffffff'"">
                        <t t-set=""loop_cycle_number"" t-value=""loop_cycle_number + 1""/>
                        <td style=""width: 100%"" align=""right"">
                            <span style=""font-weight: bold;"">Subtotal:</span>
                            <span t-out=""format_amount(current_subtotal, object.currency_id) or ''"">$ 10.00</span>
                        </td>
                    </tr>
                </table>
            </t>
        </t>
    </div>
    <div style=""margin: 0px; padding: 0px;"" t-if=""hasattr(object, 'carrier_id') and object.carrier_id"">
        <table width=""100%"" style=""color: #454748; font-size: 12px; border-spacing: 0px 4px; white-space: nowrap;"" align=""right"">
            <tr>
                <td style=""width: 60%""/>
                <td style=""width: 30%; border-top: 1px solid #dee2e6;"" align=""right""><span style=""font-weight:bold;"">Delivery:</span></td>
                <td style=""width: 10%; border-top: 1px solid #dee2e6;"" align=""right"" t-out=""format_amount(object.amount_delivery, object.currency_id) or ''"">$ 0.00</td>
            </tr>
            <tr>
                <td style=""width: 60%""/>
                <td style=""width: 30%;"" align=""right""><span style=""font-weight:bold;"">Untaxed Amount:</span></td>
                <td style=""width: 10%;"" align=""right"" t-out=""format_amount(object.amount_untaxed, object.currency_id) or ''"">$ 10.00</td>
            </tr>
        </table>
    </div>
    <div style=""margin: 0px; padding: 0px;"" t-else="""">
        <table width=""100%"" style=""color: #454748; font-size: 12px; border-spacing: 0px 4px; white-space: nowrap;"" align=""right"">
            <tr>
                <td style=""width: 60%""/>
                <td style=""width: 30%; border-top: 1px solid #dee2e6;"" align=""right""><span style=""font-weight:bold;"">Untaxed Amount:</span></td>
                <td style=""width: 10%; border-top: 1px solid #dee2e6;"" align=""right"" t-out=""format_amount(object.amount_untaxed, object.currency_id) or ''"">$ 10.00</td>
            </tr>
        </table>
    </div>
    <div style=""margin: 0px; padding: 0px;"">
        <table width=""100%"" style=""color: #454748; font-size: 12px; border-spacing: 0px 4px; white-space: nowrap;"" align=""right"">
            <tr>
                <td style=""width: 60%""/>
                <td style=""width: 30%;"" align=""right""><span style=""font-weight:bold;"">Taxes:</span></td>
                <td style=""width: 10%;"" align=""right"" t-out=""format_amount(object.amount_tax, object.currency_id) or ''"">$ 0.00</td>
            </tr>
            <tr>
                <td style=""width: 60%""/>
                <td style=""width: 30%; border-top: 1px solid #dee2e6;"" align=""right""><span style=""font-weight:bold;"">Total:</span></td>
                <td style=""width: 10%; border-top: 1px solid #dee2e6;"" align=""right"" t-out=""format_amount(object.amount_total, object.currency_id) or ''"">$ 10.00</td>
            </tr>
        </table>
    </div>
    <div t-if=""object.partner_invoice_id"" style=""margin: 0px; padding: 0px;"">
        <table width=""100%"" style=""color: #454748; font-size: 12px;"">
            <tr>
                <td style=""padding-top: 10px;"">
                    <span style=""font-weight:bold;"">Bill to:</span>
                    <t t-out=""object.partner_invoice_id.street or ''"">1201 S Figueroa St</t>
                    <t t-out=""object.partner_invoice_id.city or ''"">Los Angeles</t>
                    <t t-out=""object.partner_invoice_id.state_id.name or ''"">California</t>
                    <t t-out=""object.partner_invoice_id.zip or ''"">90015</t>
                    <t t-out=""object.partner_invoice_id.country_id.name or ''"">United States</t>
                </td>
            </tr>
            <tr>
                <td>
                    <span style=""font-weight:bold;"">Payment Method:</span>
                    <t t-if=""tx_sudo.token_id"">
                        <t t-out=""tx_sudo.token_id.display_name or ''""/>
                    </t>
                    <t t-else="""">
                        <t t-out=""tx_sudo.provider_id.sudo().name or ''""/>
                    </t>
                    (<t t-out=""format_amount(tx_sudo.amount, object.currency_id) or ''"">$ 10.00</t>)
                </td>
            </tr>
        </table>
    </div>
    <div t-if=""object.partner_shipping_id and not object.only_services"" style=""margin: 0px; padding: 0px;"">
        <table width=""100%"" style=""color: #454748; font-size: 12px;"">
            <tr>
                <td>
                    <br/>
                    <span style=""font-weight:bold;"">Ship to:</span>
                    <t t-out=""object.partner_shipping_id.street or ''"">1201 S Figueroa St</t>
                    <t t-out=""object.partner_shipping_id.city or ''"">Los Angeles</t>
                    <t t-out=""object.partner_shipping_id.state_id.name or ''"">California</t>
                    <t t-out=""object.partner_shipping_id.zip or ''"">90015</t>
                    <t t-out=""object.partner_shipping_id.country_id.name or ''"">United States</t>
                </td>
            </tr>
        </table>
        <table t-if=""hasattr(object, 'carrier_id') and object.carrier_id"" width=""100%"" style=""color: #454748; font-size: 12px;"">
            <tr>
                <td>
                    <span style=""font-weight:bold;"">Shipping Method:</span>
                    <t t-out=""object.carrier_id.name or ''""/>
                    <t t-if=""object.amount_delivery == 0.0"">
                        (Free)
                    </t>
                    <t t-else="""">
                        (<t t-out=""format_amount(object.amount_delivery, object.currency_id) or ''"">$ 10.00</t>)
                    </t>
                </td>
            </tr>
            <tr t-if=""object.carrier_id.carrier_description"">
                <td>
                    <strong>Shipping Description:</strong>
                    <t t-out=""object.carrier_id.carrier_description""/>
                </td>
            </tr>
        </table>
    </div>
</t>
</div>",,
sale,model,"mail.template,name",sale.mail_template_sale_payment_executed,Sales: Payment Done,,
sale,model,"mail.template,description",sale.mail_template_sale_payment_executed,Sent to customers when a payment is received but doesn't immediately confirm their order,,
sale,model,"mail.template,subject",sale.mail_template_sale_payment_executed,{{ object.company_id.name }} {{ (object.get_portal_last_transaction().state == 'pending') and 'Pending Order' or 'Order' }} (Ref {{ object.name or 'n/a' }}),,
sale,model,"mail.template,body_html",sale.mail_template_sale_payment_executed,"<div style=""margin: 0px; padding: 0px;"">
    <p style=""margin: 0px; padding: 0px; font-size: 12px;"">
        <t t-set=""transaction_sudo"" t-value=""object.get_portal_last_transaction()""/>
        Hello,
        <br/><br/>
        A payment with reference
        <span style=""font-weight:bold;"" t-out=""transaction_sudo.reference or ''"">SOOO49</span>
        amounting
        <span style=""font-weight:bold;"" t-out=""format_amount(transaction_sudo.amount, object.currency_id) or ''"">$ 10.00</span>
        for your order
        <span style=""font-weight:bold;"" t-out=""object.name or ''"">S00049</span>
        <t t-if=""transaction_sudo and transaction_sudo.state == 'pending'"">
            is pending.
            <br/>
            <t t-if=""object.currency_id.compare_amounts(object.amount_paid + transaction_sudo.amount, object.amount_total) &gt;= 0 and object.state in ('draft', 'sent')"">
                Your order will be confirmed once the payment is confirmed.
            </t>
            <t t-else="""">
                Once confirmed,
                <span style=""font-weight:bold;"" t-out=""format_amount(object.amount_total - object.amount_paid - transaction_sudo.amount, object.currency_id) or ''"">$ 10.00</span>
                will remain to be paid.
            </t>
        </t>
        <t t-else="""">
            has been confirmed.
            <t t-if=""object.currency_id.compare_amounts(object.amount_paid, object.amount_total) &lt; 0"">
                <br/>
                <span style=""font-weight:bold;"" t-out=""format_amount(object.amount_total - object.amount_paid, object.currency_id) or ''"">$ 10.00</span>
                remains to be paid.
            </t>
        </t>
        <br/><br/>
        Thank you for your trust!
        <br/>
        Do not hesitate to contact us if you have any questions.
        <t t-if=""not is_html_empty(object.user_id.signature)"" data-o-mail-quote-container=""1"">
            <br/><br/>
            <t t-out=""object.user_id.signature or ''"" data-o-mail-quote=""1"">--<br data-o-mail-quote=""1""/>Mitchell Admin</t>
        </t>
        <br/><br/>
    </p>
</div>
            ",,
sale,model,"res.groups,name",sale.group_auto_done_setting,Lock Confirmed Sales,,
sale,model,"res.groups,name",sale.group_discount_per_so_line,Discount on lines,,
sale,model,"res.groups,name",sale.group_proforma_sales,Pro-forma Invoices,,
sale,model,"res.groups,name",sale.group_warning_sale,A warning can be set on a product or a customer (Sale),,
sale,model_terms,"web_tour.tour,rainbow_man_message",sale.sale_tour,"<span><b>Congratulations</b>, your first quotation is sent!<br>Check your email to validate the quote.
        </span>","<span><b>Congratulations</b>, your first proforma invoice is sent!<br>Check your email to validate the quote.
        </span>",
sale,code,addons/sale/wizard/sale_order_discount.py,44,Invalid discount amount,,odoo-python
sale,code,addons/sale/wizard/sale_order_discount.py,49,Discount,,odoo-python
sale,code,addons/sale/wizard/sale_order_discount.py,88,"There does not seem to be any discount product configured for this company yet. You can either use a per-line discount, or ask an administrator to grant the discount the first time.",,odoo-python
sale,code,addons/sale/wizard/sale_order_discount.py,143,Discount %(percent)s%%,,odoo-python
sale,code,addons/sale/wizard/sale_order_discount.py,158,Discount %(percent)s%%- On products with the following taxes %(taxes)s,,odoo-python
sale,code,addons/sale/wizard/sale_order_discount.py,162,Discount- On products with the following taxes %(taxes)s,,odoo-python
sale,code,addons/sale/wizard/sale_make_invoice_advance.py,128,The value of the down payment amount must be positive.,,odoo-python
sale,code,addons/sale/wizard/sale_make_invoice_advance.py,130,The value of the down payment amount must be positive.,,odoo-python
sale,code,addons/sale/wizard/sale_make_invoice_advance.py,141,Draft Invoices,,odoo-python
sale,code,addons/sale/wizard/sale_make_invoice_advance.py,217,Down payment invoice,,odoo-python
sale,code,addons/sale/wizard/sale_make_invoice_advance.py,219,%s has been created,,odoo-python
sale,code,addons/sale/wizard/sale_make_invoice_advance.py,353,Down payment of %s%%,,odoo-python
sale,code,addons/sale/wizard/sale_make_invoice_advance.py,355,Down Payment,,odoo-python
sale,code,addons/sale/wizard/res_config_settings.py,112,Warning,,odoo-python
sale,code,addons/sale/wizard/res_config_settings.py,113,Quotation Validity is required and must be greater or equal to 0.,Proforma Invoice Validity is required and must be greater or equal to 0.,odoo-python
sale,code,addons/sale/wizard/payment_link_wizard.py,25,This payment will confirm the quotation.,This payment will confirm the proforma invoice.,odoo-python
sale,code,addons/sale/wizard/payment_link_wizard.py,29,Customer needs to pay at least %(amount)s to confirm the order.,,odoo-python
sale,code,addons/sale/models/crm_team.py,138,Sales: Untaxed Total,,odoo-python
sale,code,addons/sale/models/crm_team.py,144,Sales Analysis,,odoo-python
sale,code,addons/sale/models/crm_team.py,163,Team %(team_name)s has %(sale_order_count)s active sale orders. Consider cancelling them or archiving the team instead.,,odoo-python
sale,code,addons/sale/models/account_move.py,116,Invoice %s paid,,odoo-python
sale,code,addons/sale/models/payment_transaction.py,234,Sales Order(s),,odoo-python
sale,code,addons/sale/models/sale_order.py,74,New,,odoo-python
sale,code,addons/sale/models/sale_order.py,382,Terms & Conditions: %s,,odoo-python
sale,code,addons/sale/models/sale_order.py,797,Quotation,Proforma Invoice,odoo-python
sale,code,addons/sale/models/sale_order.py,799,Sales Order,,odoo-python
sale,code,addons/sale/models/sale_order.py,823,"Your quotation contains products from company %(product_company)s whereas your quotation belongs to company %(quote_company)s. 
 Please change the company of your quotation or remove the products from other companies (%(bad_products)s).","Your proforma invoice contains products from company %(product_company)s whereas your quotation belongs to company %(quote_company)s. 
 Please change the company of your proforma invoice or remove the products from other companies (%(bad_products)s).",odoo-python
sale,code,addons/sale/models/sale_order.py,830,Prepayment percentage must be a valid percentage.,,odoo-python
sale,code,addons/sale/models/sale_order.py,846,Requested date is too soon.,,odoo-python
sale,code,addons/sale/models/sale_order.py,847,The delivery date is sooner than the expected date. You may be unable to honor the delivery date.,,odoo-python
sale,code,addons/sale/models/sale_order.py,860,Warning for the change of your quotation's company,Warning for the change of your proforma invoice's company,odoo-python
sale,code,addons/sale/models/sale_order.py,861,Changing the company of an existing quotation might need some manual adjustments in the details of the lines. You might consider updating the prices.,Changing the company of an existing proforma invoice might need some manual adjustments in the details of the lines. You might consider updating the prices.,odoo-python
sale,code,addons/sale/models/sale_order.py,873,"The company is required, please select one before making any other changes to the sale order.",,odoo-python
sale,code,addons/sale/models/sale_order.py,904,Warning for %s,,odoo-python
sale,code,addons/sale/models/sale_order.py,928,The number of selected combo items must match the number of available combo choices.,,odoo-python
sale,code,addons/sale/models/sale_order.py,970,New,,odoo-python
sale,code,addons/sale/models/sale_order.py,970,New,,odoo-python
sale,code,addons/sale/models/sale_order.py,975,New,,odoo-python
sale,code,addons/sale/models/sale_order.py,1000,You can not delete a sent quotation or a confirmed sales order. You must first cancel it.,You can not delete a sent proforma invoice or a confirmed sales order. You must first cancel it.,odoo-python
sale,code,addons/sale/models/sale_order.py,1006,You cannot change the pricelist of a confirmed order !,,odoo-python
sale,code,addons/sale/models/sale_order.py,1019,Discount,,odoo-python
sale,code,addons/sale/models/sale_order.py,1130,Only draft orders can be marked as sent directly.,,odoo-python
sale,code,addons/sale/models/sale_order.py,1186,Some orders are not in a state requiring confirmation.,,odoo-python
sale,code,addons/sale/models/sale_order.py,1193,"A line on these orders missing a product, you cannot confirm it.",,odoo-python
sale,code,addons/sale/models/sale_order.py,1274,You cannot cancel a locked order. Please unlock it first.,,odoo-python
sale,code,addons/sale/models/sale_order.py,1293,Cancel %s,,odoo-python
sale,code,addons/sale/models/sale_order.py,1334,Product taxes have been recomputed according to fiscal position %s.,,odoo-python
sale,code,addons/sale/models/sale_order.py,1349,Product prices have been recomputed according to pricelist %s.,,odoo-python
sale,code,addons/sale/models/sale_order.py,1351,Product prices have been recomputed.,,odoo-python
sale,code,addons/sale/models/sale_order.py,1383,Order,,odoo-python
